customer_id,loan_id,purpose,tenure,interest_rate,debt_to_income,vehicle_type,education,occupation,job_title,job_industry,income_type,criminal_record,marital_status,age,income_class,num_work_year,num_dependent,house_type,length_of_stay,residency_status,house_ownership,earning_members,vehicle_own,is_phone_number_owner,dpd_m1,col_m1,utilization_per_credit_account,utilization_per_credit_amount,latest_per_total_payment_m1,age_oldest_account,datetime
CUST3243,LOAN6499,PRODUCTIVE,71,11.4,0.15,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,25,11,2,KOS,11,TEMPORARY,,1,1,NO,43,2,0.44,,,,2025-02-03 11:12:32.630226
CUST3244,LOAN6500,PRODUCTIVE,72,11.4,0.15,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,25,11,2,KOS,11,TEMPORARY,,1,1,NO,63,2,0.43,,,7,2025-02-03 11:12:32.630226
CUST3244,LOAN6501,PRODUCTIVE,72,11.48,0.2,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,25,11,2,KOS,11,TEMPORARY,,1,1,NO,88,2,0.42,,,,2025-02-03 11:12:32.630226
CUST3244,LOAN6502,CONSUMPTIVE,73,11.56,0.2,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,25,11,2,KOS,11,TEMPORARY,,1,1,NO,104,3,0.42,,,,2025-02-03 11:12:32.630226
CUST3245,LOAN6503,CONSUMPTIVE,75,11.77,0.2,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,41,25,11,2,KOS,11,TEMPORARY,,1,1,NO,146,3,0.41,0.42,,5,2025-02-03 11:12:32.630226
CUST3245,LOAN6504,CONSUMPTIVE,77,11.83,0.25,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,41,25,11,2,KOS,11,TEMPORARY,,1,1,NO,171,3,0.4,0.39,,5,2025-02-03 11:12:32.630226
CUST3243,LOAN6505,CONSUMPTIVE,80,11.86,0.25,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,25,11,2,KOS,11,TEMPORARY,,1,1,NO,173,3,0.39,0.39,,5,2025-02-03 11:12:32.630226
CUST3246,LOAN6506,CONSUMPTIVE,81,12.08,0.3,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,41,24,12,2,KOS,11,TEMPORARY,,1,1,NO,190,4,0.38,0.39,,3,2025-02-03 11:12:32.630226
CUST3246,LOAN6507,CONSUMPTIVE,83,12.08,0.35,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,41,24,12,2,KOS,11,TEMPORARY,,1,1,NO,218,4,0.36,0.37,0.37,1,2025-02-03 11:12:32.630226
CUST3246,LOAN6508,CONSUMPTIVE,93,12.64,0.4,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,41,24,12,2,KOS,11,TEMPORARY,,1,1,NO,268,4,0.35,0.35,,0,2025-02-03 11:12:32.630226
CUST3243,LOAN6509,CONSUMPTIVE,94,12.66,0.4,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,25,11,2,KOS,11,TEMPORARY,,1,1,NO,298,5,0.35,0.31,,0,2025-02-03 11:12:32.630226
CUST3245,LOAN6510,CONSUMPTIVE,102,13.64,0.45,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,41,25,11,2,KOS,11,TEMPORARY,,1,1,NO,339,5,0.27,0.31,0.33,0,2025-02-03 11:12:32.630226
CUST3247,LOAN6511,CONSUMPTIVE,19,9.95,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,23,12,2,KOS,12,TEMPORARY,,1,1,NO,0,1,0.76,,,24,2025-02-03 11:12:32.630226
CUST3248,LOAN6512,CONSUMPTIVE,30,10.11,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,43,22,12,2,KOS,12,TEMPORARY,,1,1,NO,1,1,0.75,0.66,0.67,18,2025-02-03 11:12:32.630226
CUST3249,LOAN6513,CONSUMPTIVE,33,10.14,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,44,22,12,2,KOS,12,TEMPORARY,,1,1,NO,2,1,0.71,,,,2025-02-03 11:12:32.630226
CUST3250,LOAN6514,CONSUMPTIVE,33,10.16,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,44,21,13,2,KOS,12,TEMPORARY,,1,1,NO,2,1,0.66,,,15,2025-02-03 11:12:32.630226
CUST3251,LOAN6515,CONSUMPTIVE,35,10.27,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,45,20,13,2,LAIN-LAIN,13,TEMPORARY,,1,1,NO,2,1,0.65,0.61,0.63,12,2025-02-03 11:12:32.630226
CUST3252,LOAN6516,CONSUMPTIVE,35,10.3,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,19,13,2,LAIN-LAIN,13,TEMPORARY,,1,1,NO,3,1,0.62,,,,2025-02-03 11:12:32.630226
CUST3253,LOAN6517,CONSUMPTIVE,38,10.31,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,19,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,8,1,0.62,,,,2025-02-03 11:12:32.630226
CUST3253,LOAN6518,CONSUMPTIVE,40,10.31,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,19,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,12,1,0.61,,,,2025-02-03 11:12:32.630226
CUST3254,LOAN6519,PRODUCTIVE,43,10.44,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,16,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,12,1,0.58,0.59,,7,2025-02-03 11:12:32.630226
CUST3254,LOAN6520,PRODUCTIVE,48,10.62,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,16,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,17,1,0.57,0.59,0.54,7,2025-02-03 11:12:32.630226
CUST3255,LOAN6521,PRODUCTIVE,48,10.81,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,52,12,15,2,LAIN-LAIN,15,TEMPORARY,,1,0,NO,18,1,0.57,0.58,,7,2025-02-03 11:12:32.630226
CUST3255,LOAN6522,PRODUCTIVE,49,10.91,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,52,12,15,2,LAIN-LAIN,15,TEMPORARY,,1,0,NO,19,1,0.56,,,,2025-02-03 11:12:32.630226
CUST3256,LOAN6523,PRODUCTIVE,50,11.0,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,29,44,5,1,RUMAH,4,PERMANENT,,2,3,YES,20,1,0.55,,,6,2025-02-03 11:12:32.630226
CUST3257,LOAN6524,PRODUCTIVE,50,11.03,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,32,38,8,1,RUMAH,6,PERMANENT,,2,2,YES,20,1,0.53,,,6,2025-02-03 11:12:32.630226
CUST3252,LOAN6525,PRODUCTIVE,51,11.04,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,19,13,2,LAIN-LAIN,13,TEMPORARY,,1,1,NO,21,1,0.52,0.54,0.49,6,2025-02-03 11:12:32.630226
CUST3257,LOAN6526,PRODUCTIVE,54,11.04,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,32,38,8,1,RUMAH,6,PERMANENT,,2,2,YES,22,1,0.52,0.52,0.48,6,2025-02-03 11:12:32.630226
CUST3258,LOAN6527,PRODUCTIVE,54,11.15,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,33,37,8,1,RUMAH,7,PERMANENT,,2,2,YES,29,1,0.51,0.52,0.48,6,2025-02-03 11:12:32.630226
CUST3259,LOAN6528,PRODUCTIVE,56,11.22,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,37,9,1,RUMAH,7,PERMANENT,,2,2,YES,58,2,0.51,0.51,0.48,6,2025-02-03 11:12:32.630226
CUST3258,LOAN6529,PRODUCTIVE,56,11.28,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,33,37,8,1,RUMAH,7,PERMANENT,,2,2,YES,65,2,0.49,0.49,0.46,5,2025-02-03 11:12:32.630226
CUST3259,LOAN6530,PRODUCTIVE,56,11.29,0.1,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,37,9,1,RUMAH,7,PERMANENT,,2,2,YES,77,2,0.49,0.48,0.46,4,2025-02-03 11:12:32.630226
CUST3260,LOAN6531,PRODUCTIVE,57,11.31,0.1,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,37,9,1,RUMAH,8,PERMANENT,,2,2,YES,95,3,0.49,0.47,0.45,3,2025-02-03 11:12:32.630226
CUST3260,LOAN6532,PRODUCTIVE,61,11.38,0.1,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,37,9,1,RUMAH,8,PERMANENT,,2,2,YES,99,3,0.48,,,3,2025-02-03 11:12:32.630226
CUST3261,LOAN6533,PRODUCTIVE,63,11.42,0.1,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,35,9,1,RUMAH,8,PERMANENT,,2,2,YES,113,3,0.47,,,,2025-02-03 11:12:32.630226
CUST3262,LOAN6534,PRODUCTIVE,66,11.45,0.1,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,33,9,1,RUMAH,8,PERMANENT,,2,2,YES,120,3,0.47,0.43,,0,2025-02-03 11:12:32.630226
CUST3262,LOAN6535,PRODUCTIVE,68,11.49,0.1,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,33,9,1,RUMAH,8,PERMANENT,,2,2,YES,148,3,0.46,0.42,0.42,0,2025-02-03 11:12:32.630226
CUST3263,LOAN6536,CONSUMPTIVE,68,11.64,0.1,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,35,32,9,1,RUMAH,8,PERMANENT,,2,2,YES,149,3,0.44,0.42,,0,2025-02-03 11:12:32.630226
CUST3264,LOAN6537,CONSUMPTIVE,70,11.75,0.15,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,31,9,1,RUMAH,9,PERMANENT,,2,2,YES,181,4,0.44,,,0,2025-02-03 11:12:32.630226
CUST3264,LOAN6538,CONSUMPTIVE,72,11.84,0.15,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,31,9,1,RUMAH,9,PERMANENT,,2,2,YES,183,4,0.43,,,0,2025-02-03 11:12:32.630226
CUST3264,LOAN6539,CONSUMPTIVE,74,11.85,0.2,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,31,9,1,RUMAH,9,PERMANENT,,2,2,YES,187,4,0.43,0.4,0.37,0,2025-02-03 11:12:32.630226
CUST3263,LOAN6540,CONSUMPTIVE,74,11.88,0.2,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,35,32,9,1,RUMAH,8,PERMANENT,,2,2,YES,221,4,0.42,,,0,2025-02-03 11:12:32.630226
CUST3263,LOAN6541,CONSUMPTIVE,75,12.02,0.2,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,35,32,9,1,RUMAH,8,PERMANENT,,2,2,YES,223,4,0.4,0.37,0.34,0,2025-02-03 11:12:32.630226
CUST3261,LOAN6542,CONSUMPTIVE,82,12.07,0.3,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,35,9,1,RUMAH,8,PERMANENT,,2,2,YES,232,4,0.39,0.36,0.31,0,2025-02-03 11:12:32.630226
CUST3261,LOAN6543,CONSUMPTIVE,86,12.41,0.4,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,35,9,1,RUMAH,8,PERMANENT,,2,2,YES,303,5,0.36,0.36,0.3,0,2025-02-03 11:12:32.630226
CUST3260,LOAN6544,CONSUMPTIVE,89,13.05,0.45,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,37,9,1,RUMAH,8,PERMANENT,,2,2,YES,323,5,0.36,,,,2025-02-03 11:12:32.630226
CUST3262,LOAN6545,CONSUMPTIVE,90,13.51,0.45,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,33,9,1,RUMAH,8,PERMANENT,,2,2,YES,345,5,0.31,0.29,0.26,0,2025-02-03 11:12:32.630226
CUST3265,LOAN6546,CONSUMPTIVE,21,7.53,0.05,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,31,10,1,RUMAH,9,PERMANENT,,2,2,YES,2,1,0.69,,,22,2025-02-03 11:12:32.630226
CUST3266,LOAN6547,CONSUMPTIVE,28,9.48,0.05,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,36,31,10,1,APARTMENT,9,PERMANENT,,2,2,YES,3,1,0.66,0.68,0.66,22,2025-02-03 11:12:32.630226
CUST3267,LOAN6548,CONSUMPTIVE,35,9.67,0.05,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,37,31,10,1,APARTMENT,9,PERMANENT,,2,2,YES,4,1,0.65,,,,2025-02-03 11:12:32.630226
CUST3268,LOAN6549,CONSUMPTIVE,37,9.67,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,30,10,1,APARTMENT,9,PERMANENT,,2,2,YES,5,1,0.62,0.63,0.61,15,2025-02-03 11:12:32.630226
CUST3269,LOAN6550,CONSUMPTIVE,45,10.16,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,30,10,1,APARTMENT,9,PERMANENT,,2,2,YES,9,1,0.6,0.62,0.61,12,2025-02-03 11:12:32.630226
CUST3269,LOAN6551,CONSUMPTIVE,45,10.3,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,30,10,1,APARTMENT,9,PERMANENT,,2,2,YES,9,1,0.57,,,,2025-02-03 11:12:32.630226
CUST3270,LOAN6552,CONSUMPTIVE,47,10.36,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,29,10,1,APARTMENT,10,PERMANENT,,2,2,YES,9,1,0.57,,,11,2025-02-03 11:12:32.630226
CUST3270,LOAN6553,PRODUCTIVE,48,10.36,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,29,10,1,APARTMENT,10,PERMANENT,,2,2,YES,11,1,0.56,,,,2025-02-03 11:12:32.630226
CUST3271,LOAN6554,PRODUCTIVE,49,10.37,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,29,11,1,APARTMENT,10,PERMANENT,,2,2,YES,12,1,0.56,0.58,,11,2025-02-03 11:12:32.630226
CUST3272,LOAN6555,PRODUCTIVE,49,10.41,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,29,11,1,APARTMENT,10,PERMANENT,,2,1,YES,15,1,0.55,,,11,2025-02-03 11:12:32.630226
CUST3256,LOAN6556,PRODUCTIVE,50,10.55,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,29,44,5,1,RUMAH,4,PERMANENT,,2,3,YES,16,1,0.54,,,10,2025-02-03 11:12:32.630226
CUST3273,LOAN6557,PRODUCTIVE,52,10.55,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,10,PERMANENT,,2,1,YES,21,1,0.53,,,,2025-02-03 11:12:32.630226
CUST3273,LOAN6558,PRODUCTIVE,54,10.69,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,10,PERMANENT,,2,1,YES,21,1,0.53,,,9,2025-02-03 11:12:32.630226
CUST3271,LOAN6559,PRODUCTIVE,58,10.7,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,29,11,1,APARTMENT,10,PERMANENT,,2,2,YES,21,1,0.52,,,,2025-02-03 11:12:32.630226
CUST3272,LOAN6560,PRODUCTIVE,59,10.88,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,29,11,1,APARTMENT,10,PERMANENT,,2,1,YES,23,1,0.52,,,9,2025-02-03 11:12:32.630226
CUST3274,LOAN6561,PRODUCTIVE,59,10.89,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,1,YES,25,1,0.5,0.51,,7,2025-02-03 11:12:32.630226
CUST3274,LOAN6562,PRODUCTIVE,60,11.0,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,1,YES,25,1,0.49,,,,2025-02-03 11:12:32.630226
CUST3274,LOAN6563,PRODUCTIVE,62,11.03,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,1,YES,26,1,0.49,,,7,2025-02-03 11:12:32.630226
CUST3275,LOAN6564,PRODUCTIVE,62,11.03,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,26,11,1,APARTMENT,11,PERMANENT,,1,1,YES,27,1,0.48,0.51,0.49,6,2025-02-03 11:12:32.630226
CUST3275,LOAN6565,PRODUCTIVE,62,11.08,0.1,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,26,11,1,APARTMENT,11,PERMANENT,,1,1,YES,29,1,0.48,0.49,0.47,6,2025-02-03 11:12:32.630226
CUST3275,LOAN6566,PRODUCTIVE,65,11.09,0.1,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,26,11,1,APARTMENT,11,PERMANENT,,1,1,YES,32,2,0.48,0.48,0.46,5,2025-02-03 11:12:32.630226
CUST3276,LOAN6567,CONSUMPTIVE,67,11.11,0.1,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,NO,MARRIED,40,26,11,1,KOS,11,PERMANENT,,1,1,YES,35,2,0.47,0.48,0.46,5,2025-02-03 11:12:32.630226
CUST3276,LOAN6568,CONSUMPTIVE,67,11.13,0.1,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,NO,MARRIED,40,26,11,1,KOS,11,PERMANENT,,1,1,YES,45,2,0.47,,,4,2025-02-03 11:12:32.630226
CUST3277,LOAN6569,CONSUMPTIVE,67,11.17,0.15,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,NO,MARRIED,40,25,11,1,KOS,12,PERMANENT,,1,1,YES,49,2,0.47,0.45,,4,2025-02-03 11:12:32.630226
CUST3278,LOAN6570,CONSUMPTIVE,67,11.17,0.15,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,40,24,12,2,KOS,12,TEMPORARY,,1,1,NO,56,2,0.45,,,,2025-02-03 11:12:32.630226
CUST3278,LOAN6571,CONSUMPTIVE,68,11.18,0.15,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,40,24,12,2,KOS,12,TEMPORARY,,1,1,NO,65,2,0.44,0.45,0.44,2,2025-02-03 11:12:32.630226
CUST3278,LOAN6572,CONSUMPTIVE,69,11.32,0.2,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,40,24,12,2,KOS,12,TEMPORARY,,1,1,NO,71,2,0.42,,,,2025-02-03 11:12:32.630226
CUST3279,LOAN6573,CONSUMPTIVE,72,11.38,0.2,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,24,12,2,KOS,12,TEMPORARY,,1,1,NO,81,2,0.41,0.43,,2,2025-02-03 11:12:32.630226
CUST3279,LOAN6574,CONSUMPTIVE,73,11.41,0.2,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,24,12,2,KOS,12,TEMPORARY,,1,1,NO,87,2,0.41,0.42,0.43,1,2025-02-03 11:12:32.630226
CUST3279,LOAN6575,CONSUMPTIVE,74,11.53,0.25,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,24,12,2,KOS,12,TEMPORARY,,1,1,NO,129,3,0.38,0.42,0.42,1,2025-02-03 11:12:32.630226
CUST3280,LOAN6576,CONSUMPTIVE,78,11.82,0.3,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,23,12,2,KOS,12,TEMPORARY,,1,1,NO,147,3,0.36,,,1,2025-02-03 11:12:32.630226
CUST3280,LOAN6577,CONSUMPTIVE,86,11.9,0.3,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,23,12,2,KOS,12,TEMPORARY,,1,1,NO,168,3,0.35,0.39,,1,2025-02-03 11:12:32.630226
